cosmic_id,afatinib,cisplatin,dabrafenib,olaparib,palbociclib,trametinib,vismodegib
910924,4,1,2,7,3,6,5
910925,7,1,3,6,4,2,5
910926,2,5,6,1,4,7,3
910927,2,3,6,7,4,1,5
910931,1,4,5,7,2,6,3
910932,3,1,6,4,2,7,5
910933,2,7,3,4,6,1,5
910934,3,6,2,1,4,5,7
910935,3,4,7,5,1,6,2
910936,7,2,4,1,3,6,5
910937,4,6,5,7,2,1,3
910942,1,7,2,4,5,3,6
910943,4,3,1,6,2,7,5
910944,3,5,2,4,6,1,7
910947,2,4,6,5,1,7,3
910948,1,3,4,7,5,2,6
910951,2,1,7,5,6,3,4
910952,7,4,2,1,6,3,5
917486,5,2,4,3,1,7,6
924100,4,3,6,2,7,1,5
924102,1,3,6,4,2,7,5
924104,1,2,7,4,5,6,3
924107,6,3,4,1,5,7,2
924108,7,1,2,4,5,3,6
924110,3,2,7,5,4,1,6
924111,6,1,4,5,2,7,3
924151,4,1,7,5,2,6,3
924186,5,2,3,6,7,4,1
924187,5,3,7,4,1,2,6
924188,2,1,7,5,3,6,4
924238,3,4,7,5,2,6,1
924239,3,4,2,5,6,1,7
924240,6,4,3,7,1,5,2
924244,7,2,5,1,4,6,3
924247,5,2,1,4,6,7,3
924250,7,4,5,2,1,3,6
925338,5,6,3,4,2,1,7
925339,2,1,7,3,4,6,5
925340,2,6,4,1,5,7,3
925341,5,4,3,7,2,1,6
925343,3,5,1,6,4,7,2
925345,4,1,5,3,2,6,7
925346,6,5,2,4,1,7,3
925347,6,5,2,4,3,1,7
925348,6,4,1,2,3,7,5
930082,6,2,3,4,1,7,5
930297,4,7,2,6,1,3,5
930298,6,7,3,5,1,2,4
930299,1,5,7,4,6,3,2
946353,4,5,3,6,2,1,7
946354,7,2,3,4,6,1,5
946355,7,4,3,6,5,1,2
946356,7,4,3,2,1,6,5
946357,6,5,3,7,1,2,4
946358,4,2,3,5,6,1,7
946359,7,2,6,5,3,1,4
946360,6,4,2,7,3,1,5
946361,3,1,4,2,5,7,6
946367,1,4,2,5,6,7,3
946368,2,5,1,4,6,7,3
946369,7,4,1,2,6,5,3
946370,3,5,1,4,6,7,2
946372,2,4,1,7,5,3,6
946373,6,2,5,4,3,7,1
946377,3,5,1,7,2,6,4
946382,3,5,2,4,6,1,7
949088,5,6,3,2,7,1,4
949090,5,4,2,6,1,7,3
949093,4,2,5,3,6,1,7
949094,2,6,4,7,1,3,5
949153,2,4,7,3,6,1,5
949155,2,5,3,7,6,1,4
949156,6,5,3,7,4,1,2
949157,4,5,6,3,7,1,2
949158,2,4,5,7,6,1,3
949160,4,6,3,7,2,1,5
949161,5,6,3,7,4,1,2
949163,2,6,3,7,5,1,4
949164,6,5,3,4,2,1,7
949165,4,3,2,6,7,1,5
949166,4,5,3,7,2,1,6
949167,4,6,2,7,5,1,3
949168,3,5,6,4,2,1,7
949170,3,1,2,5,6,7,4
949172,7,1,6,3,2,5,4
949173,3,1,4,6,7,5,2
949174,7,5,3,4,1,2,6
949175,3,4,2,7,6,1,5
949176,6,5,1,4,3,7,2
949177,2,5,6,3,4,1,7
949178,2,5,3,6,7,4,1
949179,1,7,2,4,6,5,3
971773,4,5,7,6,2,1,3
971777,4,6,1,2,7,5,3
998184,4,3,7,6,2,1,5
998189,6,1,2,4,5,7,3
