cosmic_id,cisplatin,vismodegib,palbociclib,trametinib,dabrafenib,afatinib,olaparib
683665,0.4475446428571429,0.5736607142857143,0.7790178571428572,0.2366071428571429,0.7779017857142857,0.5301339285714286,0.2946428571428571
683667,0.8560267857142857,0.4196428571428571,0.34375,0.4977678571428571,0.5011160714285714,0.2834821428571429,0.5089285714285714
684052,0.5122767857142857,0.4977678571428571,0.6395089285714286,0.3984375,0.90625,0.4419642857142857,0.9787946428571429
684055,0.5122767857142857,0.4977678571428571,0.9709821428571429,0.25,0.8627232142857143,0.8292410714285714,0.9609375
684057,0.9441964285714286,0.7924107142857143,0.9296875,0.0747767857142857,0.8136160714285714,0.3515625,0.8995535714285714
684059,0.9642857142857143,0.8683035714285714,0.9787946428571429,0.2667410714285714,0.8671875,0.8504464285714286,0.9955357142857143
684062,0.921875,0.8448660714285714,0.7712053571428572,0.3337053571428571,0.7957589285714286,0.7109375,0.8169642857142857
684072,0.9263392857142857,0.4352678571428571,0.5993303571428572,0.0424107142857143,0.5881696428571428,0.1372767857142857,0.9765625
684681,0.2455357142857143,0.0323660714285714,0.0747767857142857,0.3861607142857143,0.0948660714285714,0.1383928571428571,0.8080357142857143
687448,0.5122767857142857,0.4977678571428571,0.5044642857142857,0.8180803571428572,0.9609375,0.3549107142857143,0.1127232142857143
687452,0.8917410714285714,0.6986607142857143,0.1506696428571429,0.3392857142857143,0.3794642857142857,0.8448660714285714,0.7154017857142857
687455,0.5870535714285714,0.1785714285714286,0.1953125,0.6830357142857143,0.7220982142857143,0.0625,0.2779017857142857
687457,0.6484375,0.1618303571428571,0.8917410714285714,0.4977678571428571,0.3426339285714286,0.7857142857142857,0.5904017857142857
687459,0.5122767857142857,0.4977678571428571,0.3270089285714286,0.3549107142857143,0.0904017857142857,0.0502232142857143,0.7611607142857143
687505,0.9140625,0.6160714285714286,0.1004464285714286,0.7879464285714286,0.7354910714285714,0.9408482142857143,0.9386160714285714
687514,0.9654017857142857,0.9040178571428571,0.2232142857142857,0.6071428571428572,0.6183035714285714,0.8883928571428571,0.4832589285714286
687561,0.3727678571428571,0.2790178571428571,0.1863839285714286,0.3962053571428571,0.2834821428571429,0.2533482142857143,0.8649553571428572
687562,0.8660714285714286,0.8839285714285714,0.1741071428571429,0.5457589285714286,0.5011160714285714,0.59375,0.9598214285714286
687568,0.9732142857142857,0.640625,0.7589285714285714,0.6506696428571428,0.7299107142857143,0.4720982142857143,0.6908482142857143
687586,0.2756696428571429,0.4375,0.8348214285714286,0.3203125,0.25,0.25,0.7399553571428572
687588,0.5814732142857143,0.1707589285714286,0.6439732142857143,0.5424107142857143,0.5502232142857143,0.0435267857142857,0.7455357142857143
687590,0.3638392857142857,0.1238839285714286,0.3325892857142857,0.7020089285714286,0.5870535714285714,0.9654017857142857,0.6986607142857143
687592,0.8359375,0.8035714285714286,0.84375,0.6484375,0.2946428571428571,0.21875,0.8058035714285714
687596,0.5122767857142857,0.4977678571428571,0.3962053571428571,0.0357142857142857,0.2020089285714286,0.0904017857142857,0.65625
687600,0.1941964285714286,0.2901785714285714,0.0926339285714286,0.109375,0.2700892857142857,0.3671875,0.3314732142857143
687777,0.030133928571428603,0.2511160714285714,0.041294642857142905,0.4642857142857143,0.0703125,0.9520089285714286,0.2790178571428571
687780,0.8671875,0.7678571428571428,0.8883928571428571,0.6729910714285714,0.6830357142857143,0.3024553571428571,0.6752232142857143
687787,0.3125,0.3370535714285714,0.2087053571428571,0.4263392857142857,0.2633928571428571,0.4040178571428571,0.7444196428571428
687798,0.1785714285714286,0.049107142857142905,0.3136160714285714,0.6361607142857143,0.029017857142857095,0.9642857142857143,0.7901785714285714
687799,0.3348214285714286,0.6227678571428572,0.5044642857142857,0.3370535714285714,0.2198660714285714,0.9162946428571429,0.3482142857142857
687802,0.1361607142857143,0.3247767857142857,0.6551339285714286,0.6495535714285714,0.1729910714285714,0.9017857142857143,0.3247767857142857
687804,0.0948660714285714,0.3738839285714286,0.1238839285714286,0.1551339285714286,0.2366071428571429,0.6674107142857143,0.3370535714285714
687807,0.015625,0.5758928571428572,0.5044642857142857,0.2868303571428571,0.1830357142857143,0.5747767857142857,0.030133928571428603
687812,0.5122767857142857,0.4977678571428571,0.7477678571428572,0.3091517857142857,0.3058035714285714,0.46875,0.5837053571428572
687815,0.5122767857142857,0.4977678571428571,0.5044642857142857,0.1216517857142857,0.1462053571428571,0.9553571428571429,0.2310267857142857
687819,0.2678571428571429,0.140625,0.3738839285714286,0.1640625,0.0825892857142857,0.7578125,0.7924107142857143
687820,0.1049107142857143,0.0859375,0.3816964285714286,0.8504464285714286,0.7276785714285714,0.5569196428571428,0.5982142857142857
687821,0.3950892857142857,0.1417410714285714,0.3761160714285714,0.6618303571428572,0.7399553571428572,0.1685267857142857,0.3738839285714286
687829,0.7589285714285714,0.1428571428571429,0.7220982142857143,0.3493303571428571,0.5669642857142857,0.7477678571428572,0.6305803571428572
687983,0.4508928571428571,0.1026785714285714,0.2075892857142857,0.4676339285714286,0.7566964285714286,0.6841517857142857,0.4754464285714286
687985,0.7399553571428572,0.9475446428571429,0.21875,0.4977678571428571,0.5011160714285714,0.4955357142857143,0.5089285714285714
687995,0.7198660714285714,0.6517857142857143,0.1875,0.1450892857142857,0.2522321428571429,0.2377232142857143,0.9620535714285714
687997,0.033482142857142905,0.265625,0.052455357142857095,0.0691964285714286,0.1428571428571429,0.1774553571428571,0.1160714285714286
688001,0.9810267857142857,0.2667410714285714,0.9977678571428571,0.859375,0.9330357142857143,0.3962053571428571,0.9665178571428571
688006,0.7120535714285714,0.8470982142857143,0.0792410714285714,0.0457589285714286,0.1339285714285714,0.3560267857142857,0.1685267857142857
688007,0.3080357142857143,0.2611607142857143,0.0357142857142857,0.008928571428571397,0.0625,0.041294642857142905,0.5446428571428572
688010,0.3359375,0.421875,0.5044642857142857,0.4977678571428571,0.5011160714285714,0.4955357142857143,0.5089285714285714
688011,0.0680803571428571,0.2946428571428571,0.5044642857142857,0.0770089285714286,0.1618303571428571,0.1350446428571429,0.3392857142857143
688013,0.9988839285714286,0.3035714285714286,0.8772321428571429,0.2845982142857143,0.5011160714285714,0.6696428571428572,0.9866071428571429
688014,0.1930803571428571,0.2198660714285714,0.0691964285714286,0.03125,0.1227678571428571,0.3616071428571429,0.078125
688018,0.609375,0.1049107142857143,0.0345982142857143,0.2779017857142857,0.1607142857142857,0.2421875,0.4475446428571429
688021,0.0892857142857143,0.0736607142857143,0.0267857142857143,0.030133928571428603,0.044642857142857095,0.0703125,0.1830357142857143
688023,0.1529017857142857,0.7433035714285714,0.0703125,0.033482142857142905,0.2779017857142857,0.7332589285714286,0.2455357142857143
688025,0.9017857142857143,0.7633928571428572,0.09375,0.0825892857142857,0.1573660714285714,0.1305803571428571,0.4162946428571429
688026,0.5881696428571428,0.7723214285714286,0.3125,0.4977678571428571,0.5011160714285714,0.4955357142857143,0.5089285714285714
688027,0.1082589285714286,0.1294642857142857,0.0457589285714286,0.0546875,0.2064732142857143,0.4553571428571429,0.4386160714285714
688031,0.8973214285714286,0.7745535714285714,0.2042410714285714,0.1171875,0.3102678571428571,0.1841517857142857,0.234375
688058,0.0837053571428571,0.0457589285714286,0.1026785714285714,0.4977678571428571,0.5011160714285714,0.4955357142857143,0.5089285714285714
688086,0.6752232142857143,0.5926339285714286,0.5044642857142857,0.5379464285714286,0.5011160714285714,0.8482142857142857,0.1495535714285714
688087,0.1339285714285714,0.8225446428571428,0.5803571428571428,0.6953125,0.6685267857142857,0.1495535714285714,0.0837053571428571
