,BootRMS,RMS,Dropout,ParamNoise,BBB,LinFullPost,NeuralLinear,NeuralLinear2,MultitaskGP,BBAlphaDiv,Clinical Guideline ,Uniform Sampling 2,Uniform Sampling
0,-1197.7458385,-1243.578539,-1291.8575695,-1314.179016,-1337.190659,-1348.779209,-1355.1591310000001,-1403.2287204999998,-1422.4269705,-1662.3707550000001,-1713.273282,-1850.670615,-1900.0249865
