,Unnamed: 0,RMS,ParamNoise,BootRMS,Dropout,LinFullPost,NeuralLinear,BBB,NeuralLinear2,MultitaskGP,BBAlphaDiv,Clinical Guideline ,Uniform Sampling,Uniform Sampling 2
795,795,0.0,0.0,0.0,5.0,4.0,2.0,0.0,4.0,2.0,5.0,0.0,4.0,4.0
796,796,5.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0
797,797,6.0,4.0,2.0,6.0,3.0,0.0,6.0,6.0,2.0,5.0,1.0,4.0,5.0
798,798,4.0,6.0,2.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,1.0,3.0,2.0
799,799,4.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,5.0,1.0,1.0,3.0
800,800,6.0,6.0,2.0,6.0,4.0,6.0,6.0,2.0,1.0,5.0,1.0,2.0,1.0
801,801,6.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
802,802,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,4.0,3.0
803,803,4.0,2.0,2.0,6.0,3.0,6.0,2.0,4.0,6.0,3.0,1.0,2.0,6.0
804,804,0.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,1.0,6.0,4.0
805,805,5.0,5.0,2.0,0.0,5.0,5.0,5.0,6.0,2.0,0.0,4.0,4.0,2.0
806,806,4.0,2.0,2.0,4.0,3.0,6.0,2.0,4.0,2.0,6.0,1.0,2.0,0.0
807,807,6.0,2.0,2.0,6.0,4.0,3.0,2.0,6.0,6.0,0.0,1.0,5.0,1.0
808,808,2.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,2.0,6.0,1.0,6.0,3.0
809,809,4.0,4.0,2.0,6.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,6.0,2.0
810,810,3.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,5.0,2.0,1.0,5.0,1.0
811,811,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0
812,812,5.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,5.0
813,813,6.0,6.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0
814,814,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,2.0,5.0,4.0
815,815,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,4.0,2.0
816,816,1.0,5.0,2.0,6.0,5.0,5.0,6.0,5.0,2.0,0.0,1.0,0.0,4.0
817,817,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0,2.0,5.0
818,818,3.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0
819,819,5.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,5.0,0.0,1.0,6.0,2.0
820,820,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0
821,821,5.0,6.0,0.0,5.0,5.0,5.0,6.0,6.0,2.0,0.0,1.0,6.0,2.0
822,822,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,4.0,1.0
823,823,1.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,4.0,5.0,5.0,1.0,1.0
824,824,5.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0
825,825,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0
826,826,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,6.0
827,827,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0
828,828,5.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,3.0,1.0,5.0,0.0
829,829,5.0,5.0,0.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,1.0,4.0,3.0
830,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,2.0,4.0
831,831,3.0,5.0,2.0,6.0,3.0,6.0,6.0,4.0,6.0,1.0,4.0,6.0,2.0
832,832,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,0.0
833,833,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,5.0,3.0,1.0,3.0,3.0
834,834,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,3.0,4.0,1.0,6.0
835,835,6.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,4.0,4.0
836,836,5.0,5.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,5.0
837,837,5.0,5.0,5.0,5.0,5.0,1.0,6.0,5.0,2.0,5.0,1.0,2.0,0.0
838,838,3.0,1.0,4.0,3.0,3.0,1.0,0.0,4.0,2.0,3.0,5.0,5.0,0.0
839,839,6.0,4.0,0.0,0.0,6.0,5.0,6.0,4.0,5.0,0.0,1.0,5.0,5.0
840,840,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0
841,841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,3.0
842,842,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,6.0,4.0,3.0,1.0
843,843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0
844,844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,6.0,6.0
845,845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
846,846,5.0,0.0,0.0,5.0,5.0,5.0,0.0,2.0,5.0,0.0,1.0,1.0,5.0
847,847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
848,848,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,6.0,4.0,4.0,2.0
849,849,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0
850,850,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,5.0,4.0,5.0,2.0
851,851,0.0,0.0,0.0,0.0,6.0,1.0,2.0,5.0,2.0,1.0,0.0,6.0,0.0
852,852,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0
853,853,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,6.0,3.0
854,854,3.0,2.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,0.0
855,855,5.0,2.0,2.0,6.0,0.0,5.0,2.0,5.0,6.0,6.0,1.0,3.0,1.0
856,856,6.0,2.0,2.0,2.0,3.0,6.0,2.0,6.0,2.0,6.0,1.0,6.0,5.0
857,857,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,1.0,2.0,1.0
858,858,3.0,6.0,2.0,6.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,0.0
859,859,5.0,5.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0
860,860,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0
861,861,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,1.0,3.0,1.0
862,862,5.0,2.0,2.0,6.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0
863,863,5.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,2.0,2.0,1.0,5.0,0.0
864,864,3.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,6.0,2.0,1.0,0.0,2.0
865,865,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,5.0,1.0,0.0,0.0
866,866,2.0,2.0,2.0,6.0,6.0,1.0,6.0,3.0,2.0,6.0,5.0,4.0,4.0
867,867,6.0,1.0,2.0,6.0,3.0,1.0,2.0,6.0,2.0,6.0,1.0,4.0,5.0
868,868,1.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,3.0,4.0
869,869,5.0,2.0,2.0,0.0,5.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,5.0
870,870,2.0,5.0,5.0,5.0,3.0,2.0,6.0,4.0,6.0,1.0,5.0,1.0,2.0
871,871,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,5.0
872,872,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0
873,873,6.0,0.0,0.0,0.0,6.0,2.0,6.0,5.0,1.0,4.0,1.0,1.0,2.0
874,874,1.0,5.0,2.0,6.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0
875,875,6.0,6.0,0.0,3.0,0.0,2.0,6.0,4.0,2.0,4.0,1.0,6.0,2.0
876,876,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,4.0
877,877,5.0,5.0,2.0,6.0,2.0,5.0,6.0,0.0,6.0,2.0,1.0,6.0,6.0
878,878,6.0,2.0,2.0,5.0,3.0,1.0,6.0,3.0,6.0,6.0,1.0,4.0,3.0
879,879,6.0,1.0,0.0,3.0,4.0,5.0,6.0,6.0,2.0,0.0,1.0,5.0,4.0
880,880,5.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,1.0,0.0,1.0,5.0,2.0
881,881,3.0,1.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,6.0,1.0,3.0,4.0
882,882,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,5.0
883,883,6.0,6.0,2.0,6.0,4.0,2.0,6.0,2.0,6.0,0.0,1.0,4.0,3.0
884,884,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,0.0
885,885,2.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,0.0,6.0
886,886,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0
887,887,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,0.0
888,888,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,4.0
889,889,6.0,1.0,2.0,2.0,3.0,6.0,6.0,3.0,6.0,2.0,1.0,4.0,3.0
890,890,6.0,2.0,6.0,6.0,2.0,1.0,2.0,6.0,2.0,2.0,5.0,1.0,2.0
891,891,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
892,892,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,0.0,2.0
893,893,2.0,5.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,2.0,5.0,3.0,0.0
894,894,2.0,1.0,2.0,6.0,2.0,1.0,6.0,2.0,6.0,2.0,1.0,3.0,6.0
895,895,6.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,6.0,1.0,5.0,0.0
