,Dropout,ParamNoise,RMS,LinFullPost,BBB,NeuralLinear,BootRMS,NeuralLinear2,MultitaskGP,Clinical Guideline ,BBAlphaDiv,Uniform Sampling 2,Uniform Sampling
0,-1275.5751415,-1279.52267,-1291.7585330000002,-1310.943409,-1322.7882020000002,-1369.9314245,-1373.9001235,-1386.4845175,-1497.7344365,-1713.273282,-1749.5332275,-1854.4767545,-1864.1626975
