V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,afatinib_x,cisplatin_x,dabrafenib_x,olaparib_x,palbociclib_x,trametinib_x,vismodegib_x,afatinib_y,cisplatin_y,dabrafenib_y,olaparib_y,palbociclib_y,trametinib_y,vismodegib_y
-0.299953155,0.311258033,0.255710643,-0.12347874699999999,0.158800249,-0.08464578199999999,0.24474001899999998,0.354071398,-0.147282884,0.537232806,0.060507962,0.026173218999999998,0.11720617800000001,-0.6477885520000001,-0.11931467800000001,1.3359135659999999,-0.195288844,-0.8520335440000001,-1.195139806,2.2812568509999998,0,1,0,0,0,0,0,-1.8010185000000003,-0.9287740000000004,-2.0428295000000003,-0.0,-3.7259665,-1.9276825000000004,-0.8616390000000003
-0.30492931,0.28375105,0.271023866,-0.12074767,0.11439540699999999,-0.021566132000000002,0.35556223299999995,0.356851253,-0.239807628,0.664622047,0.082213057,0.103213191,0.129318719,-0.852444787,-0.11035079699999999,1.2857362959999998,-0.21651314300000002,-0.650863767,-1.701718226,2.211990239,0,0,1,0,0,0,0,-5.9419330000000015,-6.0341445,-0.0,-5.3175045,-4.279835,-1.9628889999999999,-4.4804865
-0.28963958300000003,0.412245097,0.285798133,-0.122710481,0.136774111,-0.071484246,0.302788134,0.353579009,-0.20426599,0.6178774220000001,0.062350632,-0.127262538,0.171391381,-0.809405495,-0.220149658,1.254363855,-0.191637292,-0.508873779,-1.303157381,2.283448491,0,0,1,0,0,0,0,-3.8578370000000013,-2.2117335,-0.7928109999999999,-2.1146605,-2.29886,-0.0,-1.2531724999999998
-0.541093675,-0.288601082,0.163267178,-0.11783251900000001,0.39344211,-0.22755057399999998,-0.017216372,0.549596274,0.154150076,0.204383757,-0.031605463,1.1048635340000001,0.0034562770000000002,-0.021264143,0.17995281100000002,2.460006614,-0.28762304899999996,-3.2529045639999996,-2.161688269,1.785248964,0,0,1,0,0,0,0,-7.392295000000002,-4.9870325,-0.0,-6.6293265,-5.498387999999999,-2.505386000000001,-4.4217195
0.001934885,0.134574739,0.042459555,0.02660594,0.058626278,-0.100470075,0.141047673,0.165824701,0.28596085600000004,0.101272531,-0.236791374,-0.121492854,0.169342574,-0.076967644,-0.273704601,0.784669058,-0.057973641,-0.971895292,0.592420793,1.884500083,0,1,0,0,0,0,0,-1.0341890000000007,-1.9784549999999999,-0.0,-0.09993949999999983,-1.9784549999999999,-1.405498,-1.9784549999999999
-0.6791152090000001,-0.302727453,0.127543937,0.001110581,0.47163261100000003,-0.17287940100000002,-0.098992985,0.507648763,0.18850707,0.050791437,0.061185507,1.210757241,-0.10981894800000001,0.095648607,0.160611167,2.560728009,-0.18365402600000003,-3.455286792,-2.228082104,1.783096012,0,0,1,0,0,0,0,-2.1165115,-0.0,-1.4293855,-1.4293854999999998,-1.4293855,-1.4293855,-0.9593579999999996
0.049878865,0.118980516,0.181378084,-0.04397869,0.141333478,0.06256497400000001,0.114723407,0.547786949,-0.247848067,0.192865948,0.183261815,-0.044800412000000005,-0.1274537,-1.07119892,0.282732585,-1.209014472,0.037738015,2.27373541,-0.897193444,2.332913033,0,0,0,0,1,0,0,-0.16901150000000031,-0.07809100000000012,-1.8285105,-0.01413799999999954,-1.6179244999999998,-1.2540645000000001,-0.0
0.057680825,0.124882341,0.024537532,0.062461294,0.059031022,-0.100061661,0.10098642099999999,0.143857133,0.37525460899999996,0.026175276,-0.278069958,-0.19040120100000002,0.198702808,0.025218163999999998,-0.306771545,0.654223841,-0.031720125,-0.9630018779999999,1.08216557,1.910513449,0,1,0,0,0,0,0,-2.8323490000000007,-0.9015505,-2.096598,-1.0715514999999995,-3.23128,-0.0,-2.4861385
0.000340544,-1.130999946,-0.84926708,0.24169250399999997,-1.04869826,0.30076124600000004,-0.626529975,-0.7917516659999999,0.063449753,-0.874645296,0.235843524,-0.88914926,0.024044535,1.515790393,0.05859256400000001,-1.409690025,0.43978736399999996,0.106879912,1.296352502,-9.878291676,0,1,0,0,0,0,0,-3.2216090000000004,-2.9667455,-0.0,-2.9356075,-5.624933,-0.8219230000000004,-3.3752465
-0.531716095,-0.31032683899999997,0.174161934,-0.123785699,0.374754944,-0.236838291,-0.025926208,0.551759259,0.151018462,0.197788045,-0.039834961,1.111225575,0.003202729,0.013481998,0.17733634899999998,2.434616734,-0.29409064100000004,-3.260059968,-2.133280997,1.7838446890000001,0,0,1,0,0,0,0,-8.088836,-5.2752745,-0.0,-6.0734905,-5.663767,-2.0396779999999994,-5.3840635
-0.016781789,0.24004052,0.298137246,-0.15369780800000002,0.178455643,0.11725528699999999,0.139975547,0.363384076,-0.41466871299999997,0.26292146899999996,0.22079004600000002,0.156552787,-0.103135857,-1.0108640359999999,0.417115124,-1.318801855,-0.094784971,2.302966862,-1.112687444,2.22647665,0,1,0,0,0,0,0,-0.0,-0.9000634999999995,-2.468303,-1.620878499999999,-0.5808079999999993,-2.2476229999999995,-1.4300604999999995
-0.001620399,-1.16718966,-0.9195606940000001,0.28703413,-1.1014835109999999,0.395008701,-0.6523080689999999,-0.8713211,0.027938987000000002,-0.8539846659999999,0.23185276100000002,-0.941239672,0.033450055,1.612084371,0.031759213,-1.4829369909999999,0.350263812,0.046176548,1.284979911,-9.841584044,0,1,0,0,0,0,0,-1.207256500000001,-0.24194100000000016,-1.5657775000000007,-1.9086320000000003,-0.4912815000000002,-0.2489545000000002,-0.0
0.056701699999999994,0.064460018,-0.045823362,0.082106193,0.016612321,-0.143399731,0.12383886300000001,0.20185003,0.398049197,-0.012811811000000001,-0.30297914,-0.217562105,0.157018831,-0.03102412,-0.29211187899999996,0.519772012,0.029036437999999998,-0.849810825,0.972133007,1.8683876369999999,0,1,0,0,0,0,0,-1.8281510000000003,-1.1801754999999998,-0.0,-0.7426904999999997,-0.8818389999999998,-0.7754509999999999,-0.32423650000000004
-0.029308017000000002,0.16808053399999998,0.12959259,-0.038625366,0.110895601,0.002489911,0.249870256,0.517806316,-0.151092043,0.320631078,0.07813772599999999,-0.175563941,-0.023702617000000002,-0.9923443190000001,0.049761955999999996,-0.527058944,0.03074432,1.423581419,-0.753592967,2.307562667,0,1,0,0,0,0,0,-0.0,-2.1226644999999995,-1.4204379999999994,-0.23168649999999905,-1.2569749999999993,-1.4982269999999995,-0.954140499999999
-0.18667929800000002,0.660419471,0.453048887,-0.26807896,0.156346545,0.089883565,0.07288186099999999,-0.139356518,-0.320360154,0.454145179,0.167073262,0.18165124100000002,0.216773818,-0.264313365,-0.113833691,1.575037644,-0.40266667700000003,-0.276821735,-1.3608431509999999,1.831915021,0,1,0,0,0,0,0,-1.789964,-0.5627204999999998,-1.4635089999999995,-0.4368494999999998,-2.23654,-0.0,-1.7139874999999996
-0.09050013800000001,0.245111348,0.24397532100000002,-0.220080754,0.146734359,0.04554868,0.233665395,-0.032789828,-0.279108739,0.291992959,0.079995893,0.404305084,0.025486762000000003,-0.377012499,0.093956229,0.041904853,-0.30730674399999997,0.10113293400000001,-1.003634785,1.7513314619999998,0,1,0,0,0,0,0,-2.104381,-3.8888185,-2.641336,-3.0510455000000003,-2.225041,-0.0,-3.7626065000000004
0.467850183,-0.22055441,0.058219082000000005,0.424236637,-0.084282341,-0.04523552,-0.074453342,0.253431901,0.7953273609999999,-0.457644166,-0.753739553,-0.595487942,0.384041997,0.22914634600000003,-0.616494022,0.77076947,0.056246297,-1.673413324,2.408570999,1.925880394,0,0,1,0,0,0,0,-2.7282930000000003,-2.645689,-0.0,-0.2900274999999999,-2.296871,-3.234244,-2.645689
-0.159685388,0.729929553,0.486605289,-0.276034463,0.141453255,0.122358325,0.013596414,-0.235627538,-0.308776815,0.413668734,0.17094295399999998,0.183752747,0.254024272,-0.163556176,-0.132210456,1.632074728,-0.424355275,-0.199988693,-1.282549376,1.760686501,0,1,0,0,0,0,0,-0.9315180000000004,-1.7142554999999997,-0.0,-1.7612625,-1.6155419999999998,-1.1659119999999998,-0.7636984999999994
0.19728244399999997,0.065682804,0.023318558,0.192165203,0.09892393099999999,-0.077264979,-0.18499653300000002,0.275964952,0.19901607,-0.315473687,-0.07051619,-0.11998635199999999,-0.064405013,-0.138596465,0.015493672,-0.9332504209999999,0.047876117999999995,1.0170338840000002,0.806292505,2.0898302490000003,0,0,0,0,0,1,0,-1.7990525000000002,-0.0,-1.3691785,-2.5441070000000003,-1.7990525000000002,-0.9317695,-2.6976370000000003
-0.194900212,0.578430157,0.418341092,-0.260727599,0.128300246,0.10039155,0.106739029,-0.097762683,-0.347155528,0.48401931,0.158295448,0.304496571,0.167953994,-0.30231335800000003,-0.04536555900000001,1.362238619,-0.407976694,-0.16904809199999998,-1.433559686,1.7894202430000001,0,1,0,0,0,0,0,-0.0,-4.293713499999999,-2.010411999999999,-4.949295499999999,-5.055059999999999,-3.0354099999999997,-4.768101499999998
0.054865662999999995,0.064887136,0.077215561,0.07204927400000001,0.043505563,0.022293485,-0.045898546,0.156019659,0.06108941,-0.217688799,-0.092880522,0.096122699,-0.014291099,-0.050059387999999996,0.174016287,-1.560655383,0.00161947,1.253642645,0.8020771440000001,1.861426211,0,1,0,0,0,0,0,-1.2103440000000003,-1.0295795,-1.210344,-1.210344,-0.0,-1.210344,-1.1126445
0.447026665,-0.536944291,-0.45549019799999996,0.233463038,-0.5694071039999999,0.20759837,-0.35673195,-0.829456431,-0.19444865,-0.667701525,0.059177759,-0.48573763700000006,-0.497654731,1.314063349,-0.035376476000000004,-0.8641215720000001,0.655244025,0.357243815,0.956345905,-9.628021359,0,1,0,0,0,0,0,-3.3497755000000007,-1.913776,-3.3658605,-2.44562,-1.1884175,-5.3422874999999985,-0.0
0.588583639,-0.452249708,-0.323790872,0.363812161,-0.232454493,0.280875268,-0.264716931,-0.905464335,-0.41563705700000003,-0.38791046100000004,-0.066308712,-0.43480032799999996,-0.659150465,1.4884343880000002,-0.221586265,-0.69125902,0.652533806,0.303769157,0.7592800959999999,-9.833978634,0,1,0,0,0,0,0,-1.6926640000000002,-2.1712385,-0.0,-2.1459985,-2.080165,-3.4116699999999995,-2.0651485000000003
-0.21964256,0.27761066100000004,0.209380683,-0.075766136,0.116255359,-0.066653913,0.270080168,0.373882705,-0.08738735,0.4882235,0.016527543000000002,-0.08749743199999999,0.125067588,-0.691704491,-0.165416624,0.9495843829999999,-0.127744629,-0.443769597,-0.921643944,2.219243548,0,0,1,0,0,0,0,-1.4749555,-0.0,-1.4563524999999995,-0.8198780000000001,-0.01726649999999985,-3.1585765,-0.6445609999999995
0.079609765,-1.189331003,-0.9729003140000001,0.37032109700000004,-1.0863687640000002,0.468349835,-0.593647716,-1.063563345,-0.06196557900000001,-0.7685720970000001,0.16963504100000001,-0.868280805,-0.053949697000000005,1.761582559,-0.038270047,-1.432819772,0.262340591,0.009860496,1.170766093,-9.855235577,0,1,0,0,0,0,0,-1.5203910000000005,-2.2646975,-0.0,-2.4223535,-3.043291,-2.245892,-1.6759675000000005
0.098202035,0.231999624,-0.033952991,0.008175389,0.041246636,-0.089215887,0.040136912999999996,0.173705353,0.390088775,-0.008888505,-0.286154991,-0.251845917,0.093907394,-0.127653291,-0.298257822,0.559169681,-0.040023396,-0.757102046,1.031881818,1.936881675,0,1,0,0,0,0,0,-1.9411924999999999,-0.578433,-0.5831115000000002,-0.2372129999999997,-1.3197254999999999,-1.4435305,-0.0
0.083329094,-1.191645253,-0.793673607,0.384929423,-0.8959894359999999,0.462448556,-0.521401067,-1.205876634,-0.062253532,-0.7261886959999999,-0.038054657,-0.649581457,-0.135499809,1.84483004,-0.086701316,-1.22362625,0.21044191,-0.057221485,1.032307707,-10.03398102,0,1,0,0,0,0,0,-0.44875950000000003,-0.0,-0.4079704999999998,-0.6306009999999995,-1.9484855,-1.8915925,-0.2515999999999994
-0.202170865,0.068039264,0.126931818,-0.058128894,0.016101733,-0.024674459,0.368231927,0.28277622399999996,-0.05683744599999999,0.45105846899999996,-0.06478582,0.226095375,0.10467681300000001,-0.439068754,-0.114377924,1.156044933,-0.172316442,-1.129631016,-1.113405161,1.8494876919999998,0,1,0,0,0,0,0,-5.48329,-3.6230425000000004,-3.100082,-4.4108745,-3.9150949999999995,-0.0,-4.5830375
-0.000189719,0.16875039,0.19027078,-0.020365073,0.08197869999999999,0.047366865999999994,-0.015447403,0.07801852599999999,-0.11755489699999999,-0.07846371,-0.001993189,0.27498670399999997,-0.001101413,-0.17476867100000001,0.23749109699999998,-1.281061596,-0.11750607199999999,1.202256162,0.189890242,1.827296199,0,1,0,0,0,0,0,-3.6704570000000007,-4.6457085000000005,-1.3290879999999998,-4.6118515,-0.444639,-0.0,-2.3690165000000003
0.042729602,-1.109273973,-0.745273258,0.298138354,-0.8837404459999999,0.40687127799999995,-0.575995361,-1.018688258,-0.000767039,-0.8044988209999999,0.044256152,-0.745352865,-0.069720745,1.703343464,-0.015313351999999999,-1.270902334,0.32149967100000004,0.011165597,1.146786965,-9.959047972,0,1,0,0,0,0,0,-0.2648965000000003,-0.4223970000000001,-0.4575584999999998,-0.9632334999999996,-0.3311064999999997,-3.8486255,-0.0
0.319194515,0.024111602000000003,-0.015482188000000001,0.395430813,0.051408549000000005,-0.122430554,-0.37947447799999995,0.397878535,0.398160881,-0.603459423,-0.145335052,-0.349829283,-0.124175774,-0.038165682,-0.17672172100000003,-1.2253917909999998,0.15300227800000002,1.0475832729999999,1.47751141,2.274509363,0,1,0,0,0,0,0,-0.0,-4.3778515,-5.038492,-5.038492,-5.609890999999998,-5.038492,-5.7047595
0.37327754700000004,-0.9573354470000001,-0.875356296,0.41986580100000004,-0.849261272,0.359668215,-0.362956974,-1.154410986,-0.252165039,-0.53950371,0.03171915,-0.538218407,-0.397034176,1.697988225,-0.160102288,-1.052525306,0.363207864,0.132058863,0.8907849309999999,-9.864462369,0,1,0,0,0,0,0,-0.7988305000000002,-0.601934,-0.9078874999999996,-0.2974829999999997,-1.1741974999999998,-3.3542705,-0.0
0.039891563,0.144895684,0.225305329,-0.07517207299999999,0.149840419,0.090374676,0.09629886900000001,0.47245793399999997,-0.30524529100000003,0.177370538,0.19482976800000001,0.05218779,-0.13371634599999999,-1.012982051,0.353876234,-1.3595600190000001,0.0014349760000000001,2.348777711,-0.90519516,2.269768624,0,1,0,0,0,0,0,-0.0,-2.7039725,-3.7372360000000002,-2.2772945,-0.8912849999999994,-0.9921209999999996,-3.2708585
-0.198877825,0.204197126,0.13994654,-0.076947529,0.034439801,-0.078372854,0.301842463,0.21335322399999998,-0.034404238999999996,0.37035172200000005,-0.08572594,0.11609918300000001,0.143882971,-0.218841399,-0.211418241,1.338067666,-0.19201217899999998,-1.21192678,-0.8490161079999999,1.797462506,0,1,0,0,0,0,0,-5.0698050000000014,-5.6483275000000015,-0.4086510000000008,-3.1573385000000003,-3.859309000000001,-0.0,-5.1745754999999996
-0.166123981,0.71033522,0.48189672899999997,-0.276738986,0.15696874,0.112897993,0.026605172000000003,-0.19996852,-0.313949433,0.422903959,0.178310188,0.170873992,0.239514224,-0.202233568,-0.122012661,1.609773499,-0.416006182,-0.202483368,-1.307471577,1.796784301,0,1,0,0,0,0,0,-0.6091970000000004,-0.4886834999999998,-2.143966,-2.4752874999999994,-2.143966,-0.0,-2.4185634999999994
0.08898476599999999,-1.103227922,-0.906374282,0.303548258,-1.037989176,0.3644706,-0.580922869,-0.9239142090000001,-0.037561727999999996,-0.774309017,0.186740847,-0.8523303990000001,-0.071545099,1.612369709,-0.008481654,-1.388341153,0.37577463200000005,0.085464247,1.197391154,-9.864323792999999,0,1,0,0,0,0,0,-0.7600030000000004,-2.9694985000000003,-0.0,-2.6847845,-3.3392209999999998,-3.267084,-2.1424375
-0.265361242,0.16991307100000003,0.222556165,-0.091005578,0.084233915,-0.002012086,0.34913698,0.353441613,-0.181216304,0.588142801,0.049548235,0.19685658600000003,0.095384433,-0.749071017,-0.048793412,1.075615237,-0.18746452600000002,-0.68540041,-1.511050887,2.122562808,0,0,1,0,0,0,0,-6.065323,-5.341154,-0.0,-4.814498499999999,-3.77845,-2.067228,-5.341154
0.654513594,-0.388912882,-0.291269551,0.344495751,-0.20725845199999998,0.252436634,-0.206496696,-0.8632825190000001,-0.453817846,-0.366079183,-0.045354945,-0.38167896799999995,-0.721301502,1.4557236080000002,-0.238116167,-0.632409494,0.7127938859999999,0.354896186,0.75337881,-9.809303764,0,1,0,0,0,0,0,-2.2173350000000003,-3.3968895,-0.0,-3.1318654999999995,-0.3528819999999997,-5.311629,-2.2422355
0.12095583300000001,0.037992363,-0.18324944,0.052761506,0.20270128699999998,-0.280208089,0.026429041,0.011406043999999999,0.6718371240000001,-0.116263763,-0.360470495,-0.298069638,0.231755147,0.417223159,-0.299172121,0.36633926299999997,0.148877639,-1.0061655040000002,2.455909933,1.930916443,0,0,0,0,0,1,0,-3.158501,-1.8173994999999998,-2.953906,-3.0744615,-0.0,-2.2934330000000003,-2.5054725
-0.41240691,0.225598616,0.24399524399999997,-0.15674173,0.139011494,-0.116509499,0.37221631,0.395717769,-0.23936417,0.684582316,0.049372087,0.20322776899999997,0.117284073,-0.721987183,-0.12829480000000001,1.7935323509999999,-0.271550501,-1.504092283,-1.8420046159999999,2.1883940109999998,0,1,0,0,0,0,0,-2.5775820000000005,-1.9608755,-3.266569,-0.9029374999999996,-0.6273469999999997,-0.0,-1.6328744999999998
0.195402045,0.012613961000000002,-0.120396705,0.10007870699999999,0.158337433,-0.17203822,-0.186841886,0.041440677,0.368203221,-0.34784933,-0.09822025699999999,-0.056449856,-0.001491411,0.201687875,0.050767664000000004,-0.8792388329999999,0.144271266,0.589686946,1.5910849130000002,1.9298782190000001,0,1,0,0,0,0,0,-1.5285010000000003,-0.0,-1.565905,-1.4401465,-0.0,-3.6640550000000003,-0.0
-0.047278508,0.198850996,0.19022334600000002,-0.116057681,0.134145842,0.039662256,0.29667462699999997,0.432469814,-0.288881538,0.379407506,0.139412599,-0.011799857,-0.044193607,-1.065168587,0.11711442300000001,-0.663039002,-0.037040401,1.546500447,-1.074327952,2.238393704,0,1,0,0,0,0,0,-3.4766240000000006,-2.7141675000000003,-2.1928620000000003,-3.6959175,-2.8575410000000003,-0.0,-3.1048744999999998
-0.334781315,0.365691931,0.307985002,-0.184683347,0.144063195,-0.046557678,0.27806082,0.255105547,-0.26001613,0.620598573,0.094182501,0.135269552,0.13657694,-0.624437845,-0.122179695,1.610833849,-0.290432905,-0.9894829159999999,-1.590922439,2.145126814,0,1,0,0,0,0,0,-0.3257705000000004,-1.5438285,-1.9245775,-0.0,-1.5438285,-1.2207075,-1.5438285
-0.196898883,0.142413478,0.19133389,-0.095600172,0.058551911,0.014396366,0.328207333,0.250800815,-0.15361918,0.475196136,0.014997884,0.272605798,0.089367666,-0.53462437,-0.032014424,0.93885254,-0.20441818,-0.672967768,-1.288555482,1.9277122290000002,0,0,1,0,0,0,0,-8.179836000000002,-5.5595375,-0.0,-6.4765915000000005,-3.947261,-1.4277440000000006,-5.0114725
0.037382942,0.188915529,0.23471915,-0.090013853,0.20364816,0.08708617,0.051407398,0.433356662,-0.313491675,0.163312645,0.22022016100000003,0.08216546200000001,-0.11593949699999999,-0.9842283000000002,0.413039411,-1.320382366,-0.062170542999999995,2.3728055269999997,-0.9472074420000001,2.273457861,0,0,0,0,1,0,0,-0.0,-3.238808,-3.8925940000000003,-3.0431534999999994,-1.6056389999999996,-2.875292,-3.238808
-0.313958271,0.34110566299999995,0.28039400000000003,-0.165175199,0.127325728,-0.054919534000000006,0.321974553,0.30204699,-0.255635141,0.613860472,0.08441401,0.11324828099999999,0.128395425,-0.6608160670000001,-0.125243316,1.418557864,-0.266431596,-0.778019317,-1.603741829,2.141206045,0,1,0,0,0,0,0,-1.5314770000000006,-0.6803345000000002,-1.0721730000000005,-0.8979404999999997,-0.0,-0.937376,-1.3725005
0.04641425,0.09939891199999999,0.162357843,0.0016875229999999998,0.107312564,0.043241307,0.075151816,0.45376105899999997,-0.157923388,0.091536887,0.091437295,-0.025275436000000002,-0.10386640800000001,-0.811630438,0.22867553100000002,-1.22660175,0.06375127400000001,1.975335539,-0.41652249399999997,2.215855766,0,0,0,0,1,0,0,-1.668575,-2.5877055,-4.309113,-3.6165885,-2.602259,-0.0,-3.4897394999999998
-0.039042061,0.17582901399999998,0.13938877800000002,-0.048935375999999996,0.120831745,-0.003357642,0.26950061399999997,0.52790667,-0.171200716,0.35138715299999995,0.091203184,-0.173234392,-0.017805221,-1.043569461,0.045877814,-0.480353067,0.01907161,1.403403175,-0.8524488840000001,2.32153376,0,1,0,0,0,0,0,-0.0,-1.8185215,-2.4987989999999995,-3.3028435,-2.028053,-0.6410359999999997,-2.2627394999999995
0.409905385,-0.974289436,-1.035174063,0.46125406799999996,-0.925919322,0.438515919,-0.365390125,-1.324951728,-0.302907965,-0.515288462,0.056363985,-0.554723744,-0.41257167899999997,1.857361166,-0.178700909,-1.100163704,0.313837953,0.11974009,0.869998756,-9.812297023,0,1,0,0,0,0,0,-2.1723895000000004,-1.148187,-1.3758534999999998,-2.284539,-1.4279015,-4.1405005,-0.0
0.019697785,0.347716381,0.284183158,-0.15151043,0.25694157100000004,0.082767775,0.032610377,0.277026512,-0.305932611,0.20861371899999998,0.271974059,0.11805109,-0.023262394,-0.70197556,0.41157902700000004,-0.76036325,-0.334469867,1.713341632,-1.106241845,2.226965063,0,1,0,0,0,0,0,-0.09307350000000048,-1.4648470000000002,-2.4593855,-1.7140989999999996,-3.4725425000000003,-0.7612065000000001,-0.0
0.38289382,-0.004120432,0.010255163000000001,0.437939223,0.040084800000000004,-0.131154892,-0.445149691,0.499744863,0.41507840100000004,-0.652835364,-0.105563724,-0.435661058,-0.182031358,-0.082110999,-0.23254762899999998,-1.190704918,0.144383423,1.0457713240000002,1.529002035,2.397938728,0,0,0,1,0,0,0,-0.0,-6.094338499999999,-3.446552,-3.7026114999999993,-5.8318900000000005,-7.120542,-4.242525499999998
0.358228084,0.005847135,0.030557515,0.482407322,0.003907771,-0.11171698599999999,-0.454784316,0.466450414,0.435856206,-0.731519798,-0.131489723,-0.412390629,-0.161358823,-0.016497483,-0.246098591,-1.3423930919999998,0.159702592,1.08740774,1.660102727,2.378349895,0,1,0,0,0,0,0,-1.2256195000000003,-1.975878,-0.9311435,-1.2329629999999998,-0.8780155000000001,-3.3020634999999987,-0.0
-0.33581642899999997,0.422177478,0.294271379,-0.156611774,0.164039767,-0.09772023199999999,0.314533977,0.31068654100000004,-0.222690253,0.645979317,0.055408712,-0.068788874,0.18488429999999997,-0.758996432,-0.254684874,1.5428195230000001,-0.230669359,-0.974806718,-1.446637465,2.247841346,0,1,0,0,0,0,0,-0.3907975000000006,-0.7994530000000002,-1.0719295,-0.0,-3.3735365,-0.4774375000000003,-1.413611
